incident_id,number,user_id,cohort_month,months_since_onboard,opened_at,resolved_at,priority,state,category,assignment_group,location,resolution_hrs,sla_breached,reopen_count
INC2001045,INC0301187,USER0203,2023-04,2,2023-06-19 17:25:54,,1 - Critical,New,Access,Database Admin,Bangalore,,,
INC8351227,INC0302543,USER0300,2023-05,7,18/12/2023 08:47,2023-12-19 06:47:56,LOW,Resolved,Network,Security Ops,Hyderabad,22.01,YES,0
INC8078599,INC0300403,USER0003,2023-07,16,2024-11-20 03:43:53,,,in progress,Software,Application Support,Bangalore,,,
INC4232361,INC0303003,USER0122,2023-09,11,2024-08-12 21:05:11,,3 - Moderate,CLOSED,,Infrastructure,Hyderabad,,yes,0
INC9145989,INC0305493,USER0236,2023-10,0,2023/02/14 20:46,16/02/2023 02:40,,resolved,,Application Support,,29.9,,
INC2879908,INC0301213,USER0226,2023-08,10,2024-06-07 02:42:04,2024-06-08 04:50:17,2 - High,resolved,,Security Ops,Chennai,26.14,YES,1
INC5590220,INC0302666,USER0195,2024-03,0,08-23-2023,2023-08-25 07:36:15,LOW,Resolved,Database,Infrastructure,,46.5,Yes,1
INC6057074,INC0300953,USER0022,2023-06,7,2024-01-02 04:29:14,,P2,In Progress,Database,Database Admin,,,,0
INC5738125,INC0302672,USER0014,2023-01,13,19/02/2024 16:53,2024-02-20 05:31:54,4 - Low,Closed,Database,Application Support,Delhi,12.64,no,
INC6796707,INC0304651,USER0076,2023-02,22,2024/12/02 19:48,,P1,in progress,,Service Desk,Hyderabad,,yes,2
INC9589609,INC0305396,USER0216,2024-01,0,2023-03-11 17:38:16,,,In Progress,Access,Infrastructure,Chennai,,YES,0
INC4549941,INC0300657,USER0142,2023-10,14,2024-12-08 11:12:04,,P3,On Hold,Hardware,Application Support,,,no,0
INC7192645,INC0303303,USER0262,2023-10,9,07-07-2024,09/07/2024 03:02,P1,resolved,,Security Ops,Remote,32.73,YES,
INC8750993,INC0300912,USER0276,2024-04,0,2023-06-12,2023/06/13 12:19,3 - Moderate,Resolved,Network,Database Admin,,22.8,,
INC7237595,INC0302586,USER0197,2024-04,0,2024/04/21 23:30,,critical,,Network,Service Desk,Remote,,yes,2
INC9394615,INC0303206,USER0023,2023-11,12,2024-11-06,NULL,,CLOSED,Database,Application Support,,,No,
INC6336492,INC0303545,USER0102,2023-09,2,2023-11-07,,2 - High,new,Network,Security Ops,Bangalore,,YES,0
INC4908454,INC0301454,USER0128,2023-03,3,2023/06/30 22:34,,1 - Critical,In Progress,Software,Security Ops,Bangalore,,Yes,1
INC3621707,INC0302342,USER0041,2023-04,4,2023-08-31 17:55:55,2023-09-01 12:43:35,,Closed,Security,Infrastructure,Hyderabad,18.79,no,
INC2796323,INC0303955,USER0180,2023-04,0,2023-01-21 10:35:15,,high,On Hold,Hardware,Database Admin,,,,0
INC2161390,INC0304028,USER0243,2023-12,2,2024-02-07 05:42:03,,4 - Low,,Access,Service Desk,Mumbai,,no,
INC3538170,INC0303773,USER0208,2023-09,11,2024-08-13 10:23:58,,4 - Low,New,Database,Application Support,,,,0
INC6579160,INC0302452,USER0155,2023-07,17,2024-12-15 14:59:12,12-17-2024,high,CLOSED,Network,Service Desk,,34.11,,1
INC5756977,INC0301723,USER0184,2023-11,13,2024-12-02 13:30:18,02/12/2024 14:00,3 - Moderate,Closed,Software,Database Admin,Bangalore,0.5,yes,
INC6771204,INC0300545,USER0080,2023-10,9,08/07/2024 18:21,,,,Hardware,Application Support,Hyderabad,,,1
INC9959887,INC0300585,USER0040,2023-03,15,2024-06-20 11:33:57,,4 - Low,,Access,Security Ops,Remote,,yes,0
INC4501148,INC0303855,USER0098,2024-04,1,2024-05-07 20:28:19,2024-05-07 22:32:19,,Resolved,Security,Infrastructure,Delhi,2.07,yes,0
INC2118282,INC0305287,USER0012,2024-06,0,2023-04-11 08:10:45,2023-04-12 05:42:52,P1,Closed,Network,Service Desk,Chennai,,No,0
INC6356274,INC0300424,USER0141,2024-01,5,2024-06-16 07:03:15,,high,New,,Database Admin,Remote,,YES,
INC6336346,INC0303743,USER0189,2023-10,0,2023/10/01 03:32,02/10/2023 03:24,P2,Closed,Database,Security Ops,Bangalore,23.87,yes,
INC8324060,INC0303693,USER0193,2023-01,19,2024-08-04 00:38:22,,P1,,Security,Service Desk,Hyderabad,,,2
INC6860183,INC0303283,USER0105,2023-06,17,2024-11-13 09:42:56,2024/11/13 23:03,critical,CLOSED,,Service Desk,Bangalore,13.33,,
INC7395592,INC0302602,USER0145,2024-06,0,2024-02-29 13:03:20,,2 - High,In Progress,Network,Security Ops,,,,0
INC7625470,INC0305115,USER0029,2024-06,0,2023-12-06 10:25:19,2023/12/07 10:48,,CLOSED,,Security Ops,Mumbai,24.39,no,0
INC2824718,INC0305052,USER0037,2024-06,0,2023-06-26 23:59:47,,P1,,Network,Database Admin,Chennai,,,2
INC4537726,INC0300119,USER0250,2023-05,19,2024-12-10 08:57:20,,,new,Network,Infrastructure,Bangalore,,YES,0
INC5771298,INC0304763,USER0072,2023-04,20,2024-12-28 00:37:24,28/12/2024 16:58,,Closed,Security,Database Admin,,16.36,no,0
INC8212076,INC0300515,USER0107,2023-05,0,2023-02-14 09:23:17,,,resolved,,Application Support,Remote,,YES,2
INC2854771,INC0303275,USER0113,2024-02,0,2024-02-06 17:24:43,2024-02-07 14:49:35,4 - Low,Closed,Software,Database Admin,Chennai,21.41,YES,2
INC4017507,INC0300860,USER0225,2024-04,4,08-11-2024,,high,new,Database,Security Ops,Mumbai,,no,
INC9987569,INC0304658,USER0016,2023-01,6,2023-07-18 03:20:56,,,in progress,,Database Admin,,,Yes,0
INC2862014,INC0302563,USER0018,2023-06,4,10-19-2023,,1 - Critical,,Hardware,Database Admin,Mumbai,,YES,0
INC2673938,INC0304433,USER0105,2023-06,18,13/12/2024 10:14,,1 - Critical,,Database,Service Desk,Hyderabad,,yes,
INC2230118,INC0300405,USER0157,2023-12,9,2024-09-05 18:48:22,05/09/2024 19:18,1 - Critical,Closed,Software,Application Support,Remote,0.5,No,2
INC2315694,INC0304902,USER0216,2024-01,0,2023-01-14 07:26:41,,2 - High,In Progress,,Infrastructure,,,,0
INC9239599,INC0302051,USER0284,2023-09,14,2024-11-12 22:46:01,,P1,,Software,Infrastructure,Hyderabad,,No,0
INC7872756,INC0300681,USER0133,2023-03,0,2023-03-06 20:42:52,2023-03-08,critical,Resolved,Software,Database Admin,Mumbai,35.11,Yes,0
INC2016762,INC0302172,USER0078,2023-04,2,2023/06/01 14:32,,P2,On Hold,Security,Infrastructure,Hyderabad,,YES,
INC7405389,INC0300093,USER0208,2023-09,2,2023-11-20 07:36:59,,LOW,On Hold,,Application Support,Remote,,YES,
INC2443403,INC0304577,USER0191,2023-12,0,11/02/2023 12:11,,,in progress,,Infrastructure,Bangalore,,yes,2
INC9172756,INC0302829,USER0258,2023-04,0,03-11-2023,,1 - Critical,On Hold,,Infrastructure,Remote,,No,0
INC2510968,INC0300311,USER0274,2024-06,0,11/09/2023 16:00,2023-09-12 05:49:24,LOW,Closed,Software,Infrastructure,Mumbai,13.82,No,0
INC9735113,INC0301584,USER0245,2023-09,1,2023-10-02,2023/10/04 07:34,1 - Critical,CLOSED,Database,Service Desk,Remote,33.87,Yes,
INC9579029,INC0301385,USER0281,2024-01,0,2023-06-28 11:14:48,,,In Progress,Network,Service Desk,Mumbai,,Yes,
INC2050137,INC0303644,USER0022,2023-06,0,14/03/2023 18:33,,,New,,Database Admin,,,YES,0
INC2432035,INC0303041,USER0180,2023-04,1,2023/05/30 03:22,,P2,new,Network,Database Admin,Mumbai,,no,0
INC3831366,INC0303658,USER0113,2024-02,5,2024-07-27 18:51:48,2024-07-27 19:21:48,4 - Low,CLOSED,Network,Database Admin,Hyderabad,0.5,yes,
INC2617195,INC0301003,USER0011,2023-05,17,13/10/2024 21:52,,P1,New,Security,Infrastructure,Remote,,yes,0
INC4882495,INC0300252,USER0093,2023-08,10,2024-06-30 04:44:18,2024-07-01 04:02:50,2 - High,Resolved,Database,Security Ops,Hyderabad,23.31,Yes,1
INC7193846,INC0305103,USER0162,2024-06,1,2024-07-20 18:19:54,,2 - High,New,Hardware,Infrastructure,Hyderabad,,no,2
INC7958753,INC0304487,USER0170,2023-04,19,2024-11-28 02:36:10,,P2,new,,Application Support,,,no,0
INC4507989,INC0305394,USER0244,2023-07,17,2024-12-21,,critical,,,Database Admin,Hyderabad,,YES,2
INC3786650,INC0302887,USER0053,2023-04,15,2024-07-15 15:06:44,,high,New,Access,Application Support,,,No,
INC2402345,INC0302370,USER0026,2023-03,15,03/06/2024 02:20,,P2,On Hold,Security,Infrastructure,Delhi,,YES,
INC6977310,INC0303318,USER0122,2023-09,0,2023/04/25 23:16,,critical,,Access,Infrastructure,Delhi,,,0
INC7762913,INC0304357,USER0162,2024-06,0,2023-04-24 23:46:08,2023-04-26 04:35:19,P3,CLOSED,,Infrastructure,,28.82,,0
INC2722829,INC0305046,USER0066,2023-02,19,2024-09-09 12:30:51,NULL,LOW,resolved,,Application Support,Chennai,46.07,no,0
INC7119882,INC0302365,USER0044,2023-03,13,18/04/2024 09:31,,1 - Critical,In Progress,Network,Service Desk,Mumbai,,no,0
INC8880177,INC0302272,USER0217,2024-05,0,2023-01-13 15:53:50,,2 - High,New,Database,Security Ops,Hyderabad,,,
INC5983614,INC0304671,USER0280,2024-01,0,25/02/2023 02:18,,critical,On Hold,,Infrastructure,,,,0
INC4659092,INC0303339,USER0097,2024-01,0,2023-02-21 00:51:17,2023-02-22 18:39:30,2 - High,CLOSED,,Database Admin,Bangalore,41.8,,0
INC9185948,INC0302479,USER0071,2024-02,0,2023-06-04 16:07:33,2023-06-05 10:49:31,P1,Closed,Network,Database Admin,Mumbai,18.7,Yes,0
INC9055774,INC0303061,USER0085,2023-12,0,2023-11-19 05:53:06,,LOW,On Hold,Security,Service Desk,Bangalore,,Yes,0
INC5103878,INC0304485,USER0027,2024-06,3,2024-09-03 22:16:14,2024-09-04,,Resolved,Hardware,Database Admin,Delhi,9.54,yes,1
INC2313515,INC0305225,USER0260,2023-03,13,2024-04-06 01:18:31,,4 - Low,new,Security,Service Desk,Bangalore,,YES,0
INC2870342,INC0305196,USER0072,2023-04,16,2024-08-01 03:49:36,,LOW,,Database,Database Admin,Chennai,,No,2
INC3569977,INC0304617,USER0082,2023-03,0,2023-01-17 08:58:15,,P2,New,Network,Security Ops,Bangalore,,,0
INC7899547,INC0304254,USER0168,2023-03,5,2023-08-10 02:44:49,,3 - Moderate,,Network,Database Admin,,,,2
INC5623304,INC0301909,USER0044,2023-03,4,2023-07-28 09:41:50,,high,,Database,Service Desk,Bangalore,,No,2
INC6937388,INC0300991,USER0087,2023-01,23,2024-12-08 22:45:07,,critical,,Database,Service Desk,Remote,,,0
INC5789492,INC0301283,USER0063,2023-05,0,2023-05-25 17:15:11,27/05/2023 07:10,P3,Resolved,,Service Desk,Mumbai,37.93,Yes,1
INC6284944,INC0303345,USER0032,2023-08,0,2023-03-31 13:47:59,,critical,In Progress,Security,Infrastructure,Hyderabad,,yes,1
INC9328594,INC0301243,USER0200,2023-03,1,2023-04-07 06:13:09,,,Closed,,Application Support,Remote,,,
INC4104750,INC0304621,USER0211,2024-06,0,06-09-2024,NULL,3 - Moderate,Closed,Database,Database Admin,Bangalore,12.31,YES,0
INC7413414,INC0303540,USER0175,2023-07,5,2023-12-28 03:11:22,2023-12-28 03:44:02,high,resolved,,Infrastructure,Chennai,0.54,YES,2
INC9781225,INC0305389,USER0221,2023-07,15,2024/10/21 20:27,2024-10-23 17:09:24,critical,Resolved,Database,Infrastructure,Chennai,44.7,,
INC4440928,INC0302619,USER0113,2024-02,0,14/07/2023 04:18,,,in progress,Security,Database Admin,Hyderabad,,,1
INC4794334,INC0301208,USER0189,2023-10,0,2023-09-13 04:53:15,09-14-2023,1 - Critical,Resolved,,Security Ops,Delhi,27.18,No,
INC2219542,INC0302261,USER0234,2023-04,6,27/10/2023 20:06,,LOW,On Hold,Access,Service Desk,,,No,
INC3681671,INC0303917,USER0285,2023-01,15,2024-04-25 14:12:56,,,,Security,Application Support,Remote,,,2
INC4592350,INC0302656,USER0201,2024-02,0,2023-06-19 18:38:48,2023-06-20 14:22:25,4 - Low,CLOSED,,Security Ops,Mumbai,19.73,yes,0
INC3605718,INC0301859,USER0127,2024-04,0,2023-04-05 19:39:52,,P2,,Access,Service Desk,Delhi,,no,0
INC2513200,INC0300927,USER0170,2023-04,14,2024-06-01 00:13:41,,LOW,in progress,Security,Application Support,,,,0
INC4188205,INC0302032,USER0205,2024-01,0,2023/02/08 07:36,09/02/2023 03:55,P3,resolved,Hardware,Service Desk,,,Yes,0
INC3714231,INC0304633,USER0295,2023-12,0,01/12/2023 06:46,,P3,On Hold,Security,Database Admin,,,,
INC8211789,INC0304072,USER0203,2023-04,0,2023-04-08 02:17:56,,P1,,Hardware,Database Admin,Bangalore,,No,1
INC6049047,INC0303420,USER0121,2024-06,0,2023/04/27 05:22,,4 - Low,resolved,Software,Infrastructure,Mumbai,17.21,,
INC7996589,INC0301290,USER0050,2023-09,0,2023-07-16 09:31:20,07-16-2023,P3,Resolved,,Application Support,,2.21,YES,2
INC4716846,INC0301307,USER0111,2024-05,2,2024-07-24 12:35:26,2024-07-25 21:02:34,4 - Low,CLOSED,,Security Ops,Delhi,32.45,,0
INC7410652,INC0304782,USER0081,2024-05,0,2023-06-29 02:17:21,,3 - Moderate,On Hold,Hardware,Service Desk,Mumbai,,YES,1
INC9868075,INC0300137,USER0048,2024-06,0,2023-05-19 19:57:42,,,,Hardware,Infrastructure,Hyderabad,,YES,
INC7232905,INC0305061,USER0260,2023-03,0,2023-01-01 00:58:26,NULL,3 - Moderate,CLOSED,,Service Desk,Mumbai,,,0
INC6954590,INC0304141,USER0155,2023-07,2,2023-09-22 01:27:28,2023-09-24 00:59:36,4 - Low,resolved,Security,Service Desk,Hyderabad,47.54,yes,0
INC2819350,INC0303252,USER0102,2023-09,0,2023-01-22 18:32:49,2023-01-23 14:26:24,,resolved,Hardware,Security Ops,Bangalore,19.89,yes,1
INC9400427,INC0303040,USER0121,2024-06,2,2024-08-14 10:34:13,2024/08/15 08:37,critical,CLOSED,,Infrastructure,Mumbai,22.05,no,0
INC4463738,INC0303664,USER0089,2024-04,0,2023/08/01 05:26,,high,,Access,Application Support,Chennai,,no,
INC8046808,INC0303397,USER0240,2023-07,16,2024-11-03 20:46:56,11-04-2024,4 - Low,resolved,Network,Infrastructure,Chennai,4.24,,1
INC8124587,INC0302514,USER0144,2024-04,0,10-20-2023,2023-10-20 18:18:53,P3,CLOSED,Hardware,Application Support,,0.5,No,
INC5973535,INC0304550,USER0298,2023-12,11,2024-11-01 13:52:19,,high,,Security,Security Ops,,,No,0
INC3091654,INC0300514,USER0197,2024-04,2,2024-06-06 22:37:02,2024-06-07 17:21:40,P3,Closed,Hardware,Service Desk,,,No,2
INC6982002,INC0300024,USER0066,2023-02,0,01-15-2023,2023-01-15 22:21:47,high,Closed,,Application Support,,0.5,,1
INC9236719,INC0304664,USER0022,2023-06,16,2024-10-25 19:44:40,,4 - Low,Closed,,Database Admin,Chennai,,,
INC7620723,INC0300436,USER0029,2024-06,0,04-25-2023,,P3,New,,Security Ops,,,,0
INC3900658,INC0302790,USER0186,2024-05,0,19/02/2024 16:16,,,in progress,,Application Support,Mumbai,,no,1
INC8969915,INC0303070,USER0113,2024-02,2,2024-04-30 08:15:12,,P1,new,Hardware,Database Admin,Hyderabad,,No,0
INC3797000,INC0302375,USER0113,2024-02,5,2024-07-12 13:25:13,,LOW,,Access,Database Admin,Bangalore,,no,0
INC7260455,INC0300136,USER0007,2023-10,13,10/11/2024 02:54,,P3,,Database,Security Ops,Bangalore,,No,1
INC4701654,INC0302971,USER0164,2023-09,0,2023-08-21,08-22-2023,critical,Closed,,Database Admin,Chennai,25.49,No,1
INC6587963,INC0303511,USER0153,2023-11,0,2023-10-19 02:01:26,,critical,in progress,Hardware,Application Support,Chennai,,YES,0
INC3495954,INC0302764,USER0212,2023-03,17,2024-08-03 07:55:40,,,in progress,Network,Database Admin,Delhi,,yes,0
INC9088583,INC0301521,USER0201,2024-02,1,03-15-2024,,LOW,in progress,,Security Ops,,,yes,0
INC5375789,INC0301433,USER0106,2023-06,16,03/10/2024 00:57,NULL,,Closed,Software,Service Desk,Bangalore,23.14,no,0
INC4884791,INC0300359,USER0062,2024-01,6,07-08-2024,2024-07-09 01:45:06,4 - Low,CLOSED,Software,Application Support,Chennai,10.86,Yes,0
INC5850739,INC0304305,USER0036,2023-07,4,11-15-2023,,3 - Moderate,New,Software,Database Admin,Remote,,Yes,
INC3112417,INC0302830,USER0050,2023-09,10,2024-07-29 02:49:38,,,On Hold,Network,Application Support,Chennai,,no,0
INC4471170,INC0300003,USER0028,2023-09,0,2023-03-25 15:37:03,,P1,new,Security,Infrastructure,Delhi,,No,1
INC8198759,INC0303815,USER0069,2023-02,20,2024-10-02,,2 - High,,Access,Database Admin,Mumbai,,Yes,0
INC8204407,INC0301759,USER0020,2024-05,0,12-21-2023,,,In Progress,Database,Infrastructure,,,,0
INC3630757,INC0300521,USER0002,2023-11,9,19/08/2024 05:28,19/08/2024 12:11,P1,Resolved,Network,Database Admin,Bangalore,6.72,,0
INC7604265,INC0300717,USER0162,2024-06,0,2023-10-31 00:39:43,,2 - High,In Progress,Hardware,Infrastructure,Mumbai,,,1
INC4889825,INC0304602,USER0078,2023-04,0,2023-01-18 11:49:15,,,In Progress,Network,Infrastructure,Hyderabad,,no,1
INC6425460,INC0302564,USER0248,2023-06,9,2024-03-17 21:18:01,,high,new,Database,Application Support,Mumbai,,yes,
INC6888892,INC0300045,USER0027,2024-06,4,2024-10-06 07:49:04,,LOW,,Software,Database Admin,Chennai,,Yes,
INC6774721,INC0303004,USER0060,2023-08,0,2023/08/05 03:59,,,in progress,Access,Infrastructure,Chennai,,yes,0
INC7216289,INC0301731,USER0184,2023-11,0,06-22-2023,,1 - Critical,,Access,Database Admin,Delhi,,Yes,1
INC6227593,INC0303655,USER0178,2024-05,5,10-31-2024,N/A,4 - Low,CLOSED,Software,Application Support,Remote,,YES,0
INC6789512,INC0300672,USER0073,2023-09,7,2024/04/20 00:30,2024-04-20 16:19:06,critical,CLOSED,Access,Security Ops,Delhi,15.8,,0
INC5819110,INC0305028,USER0121,2024-06,0,03-02-2024,,4 - Low,,,Infrastructure,,,yes,2
INC2922947,INC0303468,USER0161,2024-05,0,12/04/2023 09:20,,high,,,Application Support,Delhi,,,
INC5513728,INC0305399,USER0194,2023-02,18,2024-08-25 11:24:22,2024-08-25 23:18:06,high,Closed,Network,Database Admin,Bangalore,11.9,yes,0
INC3729314,INC0300215,USER0062,2024-01,0,2023-09-03 13:13:49,2023/09/03 20:34,P1,CLOSED,Access,Application Support,Chennai,7.34,,
INC3704998,INC0305351,USER0253,2024-03,0,2023-05-18 11:04:09,,critical,New,Access,Database Admin,Remote,,YES,2
INC7122943,INC0303694,USER0275,2023-12,0,2023-05-05 13:23:51,,critical,,,Service Desk,Mumbai,,no,0
INC2018381,INC0300228,USER0125,2023-07,17,2024-12-28 01:59:42,,3 - Moderate,,Hardware,Service Desk,,,,2
INC2898712,INC0302918,USER0207,2023-02,19,2024-09-06 17:24:02,09-06-2024,2 - High,resolved,Database,Security Ops,Bangalore,2.54,,0
INC7487779,INC0300039,USER0192,2024-03,0,10/11/2023 09:34,,P2,New,,Application Support,Hyderabad,,,2
INC9280089,INC0304752,USER0208,2023-09,5,2024/02/25 18:18,2024/02/26 11:49,3 - Moderate,Closed,Network,Application Support,Delhi,17.52,yes,1
INC2585744,INC0303973,USER0215,2024-06,0,2023-12-07,2023-12-09 04:28:06,P1,Resolved,Access,Application Support,,29.62,No,0
INC4158461,INC0301459,USER0057,2024-01,1,2024/02/05 09:15,,3 - Moderate,in progress,Hardware,Infrastructure,Remote,,yes,0
INC9115833,INC0302740,USER0080,2023-10,0,23/08/2023 20:48,2023-08-23,1 - Critical,resolved,,Application Support,,0.5,,0
INC2790453,INC0302544,USER0244,2023-07,0,05-27-2023,,4 - Low,,,Database Admin,Remote,,No,0
INC4741477,INC0301855,USER0183,2023-06,0,2023-05-25 23:50:31,,2 - High,New,Access,Service Desk,,,Yes,0
INC6696293,INC0301570,USER0175,2023-07,0,02-21-2023,,,,Software,Infrastructure,Bangalore,,Yes,0
INC8062026,INC0302560,USER0005,2023-07,10,2024-05-13 20:14:26,,LOW,in progress,Access,Infrastructure,Mumbai,,yes,2
INC5242442,INC0301431,USER0145,2024-06,6,2024/12/14 13:03,15/12/2024 01:37,,Resolved,Software,Security Ops,Remote,12.57,Yes,2
INC2101052,INC0300546,USER0275,2023-12,1,2024/01/09 18:00,,P3,On Hold,Network,Service Desk,Chennai,,no,0
INC2488232,INC0301536,USER0284,2023-09,0,05-06-2023,08/05/2023 05:21,4 - Low,Resolved,Security,Infrastructure,,30.84,no,0
INC9443542,INC0304248,USER0229,2024-02,0,2023-10-08 23:49:05,,P3,,Hardware,Security Ops,Chennai,,,0
INC4364621,INC0302304,USER0275,2023-12,6,2024-06-03 09:07:39,,,,Security,Service Desk,,,,0
INC2155764,INC0303066,USER0229,2024-02,0,2023-01-06 04:39:46,01-06-2023,3 - Moderate,resolved,Hardware,Security Ops,,13.18,no,0
INC6281686,INC0304832,USER0061,2024-04,0,20/08/2023 05:32,,P1,New,Hardware,Security Ops,Mumbai,,,
INC2022965,INC0304046,USER0163,2024-01,0,2023-09-08 18:59:04,,3 - Moderate,new,Software,Security Ops,Delhi,,No,2
INC3073937,INC0303569,USER0168,2023-03,2,2023-05-17 17:57:52,17/05/2023 18:27,critical,resolved,Database,Database Admin,Delhi,0.5,,0
INC5291491,INC0300286,USER0264,2023-01,21,28/10/2024 18:07,,critical,in progress,Hardware,Infrastructure,,,,
INC7773516,INC0302031,USER0253,2024-03,0,2023-06-17 17:13:52,,P1,New,Database,Database Admin,Delhi,,Yes,
INC6796328,INC0304438,USER0207,2023-02,7,09-10-2023,,P1,,Access,Security Ops,,,no,0
INC6824116,INC0302233,USER0266,2024-02,8,2024-10-09 05:37:00,,LOW,On Hold,,Service Desk,Hyderabad,,yes,0
INC2377887,INC0304780,USER0032,2023-08,3,2023/11/06 18:37,2023-11-07,2 - High,Closed,Database,Infrastructure,Mumbai,24.39,Yes,0
INC4525120,INC0301809,USER0149,2023-09,0,2023-07-25 20:12:30,2023-07-26 10:26:31,4 - Low,CLOSED,Hardware,Service Desk,,14.23,,1
INC2176240,INC0301894,USER0281,2024-01,7,2024-08-18 03:55:55,,2 - High,In Progress,Software,Service Desk,,,Yes,
INC2522299,INC0305222,USER0148,2024-02,0,2023-03-13 19:05:46,,P3,On Hold,Software,Infrastructure,Chennai,,No,0
INC2327996,INC0300935,USER0136,2023-07,5,2023-12-04 11:54:23,,3 - Moderate,new,Security,Security Ops,,,,0
INC4585870,INC0301822,USER0247,2023-08,6,2024-02-14 17:26:17,,2 - High,Resolved,,Security Ops,Delhi,,YES,0
INC6643745,INC0300750,USER0289,2024-05,0,2023-02-04 12:55:18,,3 - Moderate,In Progress,Access,Database Admin,Bangalore,,yes,0
INC5639259,INC0302962,USER0185,2023-02,12,2024-02-11 20:51:02,,4 - Low,On Hold,Database,Infrastructure,Mumbai,,,0
INC6631387,INC0301167,USER0149,2023-09,1,2023-10-22 06:28:28,,P3,,Security,Service Desk,Bangalore,,yes,2
INC4079540,INC0305233,USER0193,2023-01,9,2023-10-10 01:32:46,,,,Network,Service Desk,Bangalore,,no,
INC4268736,INC0302956,USER0014,2023-01,15,30/04/2024 10:51,,4 - Low,new,Database,Application Support,Mumbai,,,0
INC9136735,INC0301656,USER0091,2023-01,1,2023-02-19 23:20:30,2023-02-20,,resolved,Access,Infrastructure,,17.95,No,0
INC7773880,INC0305481,USER0171,2023-05,14,2024-07-02,2024-07-02 15:23:20,4 - Low,Resolved,,Database Admin,Hyderabad,12.43,YES,0
INC3981420,INC0303829,USER0237,2023-11,11,2024-10-20,,2 - High,CLOSED,Network,Infrastructure,Delhi,,No,0
INC5679097,INC0303036,USER0136,2023-07,16,2024-11-19,,1 - Critical,On Hold,Access,Security Ops,Chennai,,,
INC9667654,INC0300037,USER0288,2024-03,0,2023-02-13 16:49:04,2023-02-14 19:05:41,P2,CLOSED,Software,Security Ops,,26.28,yes,
INC6497382,INC0305367,USER0174,2023-02,21,2024-11-05 11:23:17,,3 - Moderate,,,Service Desk,,,no,0
INC6813108,INC0300368,USER0063,2023-05,7,2023-12-25 00:43:05,,1 - Critical,new,Software,Service Desk,,,,0
INC5332400,INC0303493,USER0213,2023-03,5,01/08/2023 04:34,,LOW,On Hold,Network,Infrastructure,Delhi,,YES,0
INC5683995,INC0301511,USER0088,2023-02,17,2024-07-16 14:51:22,,P1,,Hardware,Service Desk,Delhi,,yes,1
INC2328541,INC0300267,USER0175,2023-07,0,04-15-2023,,1 - Critical,,,Infrastructure,Mumbai,,YES,
INC3863682,INC0304566,USER0167,2023-10,3,19/01/2024 05:09,,4 - Low,new,,Infrastructure,Remote,,,2
INC8576624,INC0303972,USER0015,2023-09,0,2023-03-16 09:52:23,,LOW,CLOSED,,Service Desk,,,,
INC4734563,INC0300271,USER0300,2023-05,0,2023-05-09 18:45:33,10/05/2023 01:17,LOW,Resolved,Network,Security Ops,Chennai,6.53,No,1
INC2708730,INC0302174,USER0103,2023-07,15,2024-10-10,N/A,1 - Critical,Closed,Access,Database Admin,,38.63,Yes,1
INC2787172,INC0304450,USER0216,2024-01,3,2024-04-28 08:37:02,,1 - Critical,,Database,Infrastructure,Bangalore,,,0
INC5562311,INC0304381,USER0200,2023-03,19,2024-10-21 03:35:21,,critical,On Hold,Access,Application Support,Hyderabad,,No,0
INC5084980,INC0300701,USER0279,2023-06,15,2024-09-21 02:26:58,,,In Progress,Network,Service Desk,Delhi,,no,
INC3832613,INC0305084,USER0102,2023-09,0,21/09/2023 18:03,,LOW,,Software,Security Ops,Mumbai,,no,0
INC6384756,INC0300759,USER0057,2024-01,0,08/01/2024 02:57,,P3,,,Infrastructure,Remote,,No,0
INC7390434,INC0303064,USER0056,2023-02,12,2024/02/18 20:17,,4 - Low,in progress,Security,Service Desk,Bangalore,,,2
INC2158254,INC0302633,USER0213,2023-03,10,17/01/2024 15:44,,,On Hold,Software,Infrastructure,Remote,,Yes,0
INC2633879,INC0301512,USER0081,2024-05,0,2023-08-27,,,On Hold,,Service Desk,,,no,
INC5001338,INC0300273,USER0167,2023-10,0,2023-04-04 17:44:21,2023/04/04 23:30,,Closed,Access,Infrastructure,Remote,5.78,YES,0
INC6617286,INC0304271,USER0180,2023-04,0,2023-04-09 16:12:20,,1 - Critical,,Network,Database Admin,Remote,,,0
INC6430232,INC0303205,USER0041,2023-04,18,2024-10-21 15:39:48,,3 - Moderate,On Hold,Access,Infrastructure,Chennai,,YES,0
INC5474920,INC0304524,USER0054,2023-12,0,2023/02/19 16:16,,P3,Resolved,Security,Service Desk,Hyderabad,8.26,no,2
INC9719049,INC0300002,USER0265,2023-10,6,01/04/2024 21:01,,1 - Critical,New,,Service Desk,,,No,0
INC7999514,INC0304050,USER0032,2023-08,10,06-15-2024,,4 - Low,,Access,Infrastructure,,,,0
INC8836879,INC0301886,USER0113,2024-02,1,2024-03-21 00:29:11,,P3,In Progress,,Database Admin,,,,
INC8032101,INC0301650,USER0134,2023-04,13,01/05/2024 15:32,,3 - Moderate,On Hold,,Security Ops,Delhi,,No,1
INC2585916,INC0302997,USER0111,2024-05,1,2024-06-20 07:42:14,,1 - Critical,New,Network,Security Ops,Mumbai,,yes,2
INC7262982,INC0304505,USER0022,2023-06,6,2023-12-30 15:02:53,,P1,In Progress,Hardware,Database Admin,Bangalore,,no,
